ra,dec
161.1433482097778,-59.71600277446399
161.0913182825579,-59.738875859920824
161.09750167864246,-59.73725052781425
161.0820248715994,-59.71882432608118
161.06328004644686,-59.728846270485214
161.04322662985388,-59.71973952255461
161.0549265278693,-59.71950106190266
161.05203622254967,-59.72428674370138
161.05746954524088,-59.715824257943176
161.06139889719165,-59.714341254341456
161.0996290777495,-59.7117403622443
161.07616973201758,-59.70818340302354
161.2842558079952,-59.76859171131799
161.27563968064175,-59.75708331429412
161.27410497933496,-59.75543956112988
161.28538565406757,-59.75867101969799
161.27442058240965,-59.73854345151517
161.2942547718411,-59.75348484416596
161.2541366181383,-59.754287256220046
161.26262522445214,-59.749016577013364
161.30361950411816,-59.73866807154431
161.31177869168633,-59.72610382793528
161.30639929633625,-59.725485095691575
161.29172280547715,-59.725509838270696
161.2905066146071,-59.71586201788916
161.25095012001697,-59.72620696756587
161.24952724509416,-59.72077200094478
161.2659248674306,-59.72250529868433
161.2763966214821,-59.709923065789496
161.27425521237663,-59.71879105133203
161.217448714403,-59.7392187036059
161.2271927612057,-59.73614097914216
161.2275447874327,-59.73225802723541
161.2149365959937,-59.720408349760746
161.243728529641,-59.725874301938845
161.18998140085264,-59.73045459325888
161.1970422265122,-59.731453450894826
161.18766245285215,-59.72383628423542
161.1801210949692,-59.7191119202103
161.21397556301508,-59.716967208318906
161.2294244251036,-59.70671630334882
161.2390858643913,-59.71082112632461
161.24539158178837,-59.70642612893653
161.2364452520969,-59.706138194118836
161.24520797250588,-59.70632732450816
161.20345611869223,-59.70233778796789
161.22520382998422,-59.691488215426574
161.22795778089468,-59.68990142883209
161.29661051976606,-59.7093737304535
161.31237135313435,-59.723103552067684
161.3050307624472,-59.71882564379214
161.30523099903525,-59.716133965345854
161.30264419885776,-59.71352322640075
161.30835207634223,-59.69495016883824
161.27153818587198,-59.69508799403165
161.27067295338628,-59.702069587034536
161.26608733037477,-59.69685492050808
161.26818602886328,-59.696448867779814
161.27793621628055,-59.699033312176496
161.29105101655836,-59.70381964247419
161.29047114755292,-59.70527678584048
161.28859764769516,-59.69116314045817
161.27966716276046,-59.682890146364045
161.27368891156553,-59.68994279022984
161.28278818575185,-59.692767928764574
161.27537385081135,-59.68663033062094
161.27135213232995,-59.68255624002891
161.2743924971894,-59.68179331413911
161.31750441279843,-59.694758758504506
161.32903440419145,-59.695188826190034
161.32482092328442,-59.68595015985387
161.3219949312313,-59.68896143199211
161.29852898656765,-59.68780749212626
161.2965279842237,-59.68643288903493
161.28420677583,-59.680380329079846
161.28716962512414,-59.67790446147012
161.296146272723,-59.66876509683534
161.29014982905565,-59.669004366088195
161.2596372652854,-59.68940434803258
161.25739595892088,-59.70035221027957
161.2590443145395,-59.70030684601649
161.24413568872467,-59.687633016291926
161.24114726315727,-59.6841299181307
161.27170222554892,-59.67875366232017
161.2697811428024,-59.681531206441484
161.22457170471245,-59.671844315619865
161.2166309405918,-59.65888356890654
161.2264790171635,-59.66677291795713
161.2359649241316,-59.67322693087214
161.2412551848512,-59.66663282729797
161.23634535186548,-59.66731212466436
161.27458651018313,-59.668302318257865
161.2567294411788,-59.65664747001609
161.250773586571,-59.66805996751596
161.26309423947998,-59.670132711835535
161.2732047850676,-59.66892198433714
161.23333974456622,-59.64802416381105
161.24331226502807,-59.66206942546219
161.2376023719507,-59.64072407071957
161.2515461092569,-59.64353020591464
161.1747500987306,-59.71311109368699
161.17009642050573,-59.722621573820824
161.17373487646034,-59.715072314452435
161.18458206179446,-59.709190204208454
161.1679148863175,-59.69688488379793
161.126977921415,-59.69456165836959
161.15468452194642,-59.700064155336946
161.13437915055795,-59.687767728524
161.1455967996156,-59.68442616862148
161.1753150912085,-59.69433855593556
161.19174688465088,-59.674879047792196
161.1548224055653,-59.6670171793489
161.17070872421485,-59.6694865187825
161.09896948046625,-59.68508654548384
161.10317981976124,-59.681080060836265
161.1102791932643,-59.68406860187442
161.11703602364412,-59.6710978120978
161.0752166752906,-59.67151392358392
161.12182221376654,-59.65945434413597
161.13699598134545,-59.6738524883845
161.12252851305308,-59.64381080430799
161.12719307455842,-59.656755724217724
161.09374957829542,-59.657078473968916
161.11300378548913,-59.64139264350275
161.1961880988876,-59.65555651107991
161.17669336090106,-59.640875626352454
161.16314992185897,-59.64008717798827
161.23083779620492,-59.63355368001564
161.22393752214327,-59.63004166774817
161.17766862710081,-59.635316528048115
161.20248770374442,-59.620490158132114
161.13796285199967,-59.64165320972324
161.1401839025976,-59.639042812491766
161.14490042054476,-59.635906456514135
161.1243294370687,-59.628578146329914
161.12646176166135,-59.62399931512686
161.12712651347695,-59.62405654167295
161.1223898677043,-59.60443043311723
161.00330759495017,-59.75103234562915
160.9702190413156,-59.72696408856409
160.95559654329122,-59.74860421796616
161.024882167847,-59.743862150672875
160.96660214257844,-59.697370012271094
160.93330000898783,-59.701262774838256
160.9988715403569,-59.68909991781443
161.01672883352293,-59.69650324214445
161.03681446499357,-59.68812576562217
161.04401082215907,-59.681661014675264
161.04231705681562,-59.67328035746074
161.05672319080983,-59.67639895576467
161.00657100418704,-59.67368740992408
161.01145264020323,-59.66279834256888
160.985774750836,-59.69605904787212
160.95270211691613,-59.68014111801047
160.94922888318092,-59.67649710993797
160.94510978127246,-59.65640737413302
160.99687490728948,-59.665611930471925
160.9947278628155,-59.67287620607278
160.98780462268547,-59.64931454775775
160.99806865769847,-59.65225694251259
160.90165718077083,-59.7105354809369
160.89443744373781,-59.70196285555317
160.86416073695463,-59.69939467634157
160.85861623621588,-59.69168047906501
160.87800469146976,-59.66365834668475
160.80678683289457,-59.67383207887517
160.8296823452009,-59.66945463239316
160.86682151526983,-59.66820169619508
160.83905870587466,-59.64154185837625
160.91933334112662,-59.64352905237745
160.88537660375903,-59.65004900164991
160.9260498422297,-59.63586425710439
160.945792081864,-59.63922770151485
160.94166778212755,-59.63674034120286
160.94700831817747,-59.635121917791615
160.90613425531654,-59.61620837624601
160.8811874063195,-59.63312159804515
160.86013862448422,-59.6236224363391
160.86238614593324,-59.59566609021106
161.05340301364745,-59.66022750008281
161.0445184114602,-59.65489649972646
161.03973276135983,-59.64422597193243
161.0473106135088,-59.62857467314298
161.01326690516103,-59.62716318734774
161.00864161669958,-59.631111464950564
160.9738065713716,-59.63361327727248
160.96754268582094,-59.616268588370176
161.02838349189165,-59.603185191871674
161.02604382995375,-59.60180923139004
160.9791467109263,-59.6066903901101
160.99869649839803,-59.59604344745786
161.00379091029689,-59.59604366323204
160.99933088806108,-59.590095345461776
161.07919649255953,-59.609238916560514
161.05610374081735,-59.61099023468969
161.06389895966203,-59.60113715057868
161.05752369088242,-59.598229529221676
161.09521621241763,-59.59846504931365
161.0870659026011,-59.593246319499286
161.0929196892432,-59.58790947064553
161.1019424008253,-59.59034133387425
161.0919398532866,-59.56962795353759
161.02418885072296,-59.58657411194633
161.0414365212763,-59.57672533228902
161.0301953260243,-59.57515982321031
161.0283876414777,-59.574688928624816
161.03676812476465,-59.57624332428226
161.03775430688998,-59.57648986344871
161.01452808791575,-59.586845262321695
161.0262466624084,-59.57157689624211
161.01592734899725,-59.57624131549736
161.0024878013281,-59.56790849361222
161.0203578456742,-59.571614862416475
161.0070721578485,-59.56251319452598
161.05240981535692,-59.57006670910683
161.0360452124626,-59.56358678434414
161.05166228577775,-59.56922463909507
161.0506119287632,-59.56419119441065
161.05341742103397,-59.55897007798083
161.02113687940462,-59.561481757211475
161.02392392593183,-59.561324609680895
161.03345851700516,-59.56220820556141
161.01568476923694,-59.55297083209455
161.0110958412519,-59.54990898767355
161.01790109131503,-59.54663339916264
161.0370356193958,-59.55563976456366
160.94286930175514,-59.60426089076229
160.943751189917,-59.60318016206441
160.966457019752,-59.61297922125005
160.95135406864395,-59.607995213646696
160.91733883909495,-59.59945851212429
160.9215318083329,-59.59822178006861
160.92185488713102,-59.59791745252794
160.92173212122913,-59.59669992035882
160.9313609560522,-59.59586787857322
160.91965795013923,-59.590280490354644
160.94926536953565,-59.59105616533696
160.96554982329116,-59.59584631321569
160.96553031537658,-59.58098951633557
160.9407164136601,-59.57665270347553
160.93454789858163,-59.58848609003955
160.9278781536255,-59.57878813324292
160.93135671322779,-59.567636638942545
160.94333494403568,-59.578444783795604
160.93436840756658,-59.57380679596583
160.95458848641712,-59.57969894790541
160.93507041933663,-59.57133306139621
160.936574996572,-59.571032478068744
160.93279337634888,-59.56284478864151
160.94489961014006,-59.56563545123628
160.949828403113,-59.566419530581456
160.8889045301425,-59.58642336877642
160.88960152528023,-59.577309497300796
160.9025347676034,-59.58084091997638
160.91095928858948,-59.57900138892187
160.89449831681398,-59.57130558787315
160.922604779943,-59.56468356289956
160.90310274517563,-59.554227621165495
160.88513218559737,-59.56143612006823
160.89977062236105,-59.554982959482544
160.98338926343752,-59.578048340620015
160.96732504056783,-59.56349483483107
160.9867635755587,-59.57070900370239
160.97640429628404,-59.55084102996353
160.99048918774372,-59.55671080174576
160.9897876500221,-59.56072682723384
160.97659104075308,-59.549295307031784
160.97336020102517,-59.5579104883325
160.99136413412344,-59.564935310076905
160.97960189355933,-59.559551396121506
160.97994717803445,-59.5541091083262
160.9963444065582,-59.559270622494985
160.98125801969712,-59.55095018628772
160.95887812976778,-59.56858232336533
160.96200466174105,-59.56406349619236
160.95328617433742,-59.55977655291824
160.95282820581022,-59.55675657217354
160.94446416897355,-59.548560309155604
160.9734633993201,-59.550182724152855
160.96684978952945,-59.54450783812497
160.9761824072802,-59.54728615239235
160.97992953220592,-59.54431945521708
160.986327835241,-59.5445860326777
160.9865572130711,-59.54952264359547
160.98993217469678,-59.5493381193164
160.99162381333994,-59.54188745332469
160.993480407214,-59.5504487661482
160.995233208188,-59.55195315012487
160.99534438644525,-59.546538888201255
160.97647819033202,-59.54599849729423
160.98060809220237,-59.54689831304232
160.99967485558986,-59.55242109814662
160.98084346477765,-59.54724894636506
160.98825656698384,-59.54622077962298
160.98415928857543,-59.541067659092015
160.98669251422277,-59.547586783304205
160.98258640102705,-59.547841412653185
160.99574780946116,-59.55542844297071
160.98503241689107,-59.54713832205795
160.9994652454293,-59.553055779819516
160.98935633583935,-59.5475972464329
160.99013112509203,-59.54825837495744
160.99768123767473,-59.54758849457897
160.99671428123006,-59.5560263563982
160.9882777867711,-59.54475083970963
160.99786628441186,-59.53967483387884
160.99938134836705,-59.5297806092642
161.01125545183083,-59.54119432378568
160.99786974213865,-59.54213474811023
160.99955238589388,-59.540396163466845
160.9879553191186,-59.53556750257748
161.00249706857005,-59.53124687218569
160.96781887027825,-59.54335465676487
160.97435794581244,-59.54577506735114
160.9743448648676,-59.54599838660309
160.9743321198114,-59.546487037409456
160.97937323258014,-59.53296911463911
160.91831607747795,-59.54957231749848
160.92393732025099,-59.54967587626294
160.9321894571249,-59.5378912950979
160.92534033152745,-59.53911097979627
160.9232276350795,-59.531706442514086
160.93522991926275,-59.53053771201247
160.9004437104046,-59.53482419258582
160.89885693695726,-59.52989269331412
160.89191372907962,-59.52616976127596
160.91439119264132,-59.52945910434557
160.89849383209818,-59.52199476390003
160.94751556536536,-59.52401076787406
160.95357167317076,-59.51856540805754
160.93831811179965,-59.51195032349108
160.67410811825363,-59.85308139355883
160.6648002180169,-59.86070806334407
160.67413653817957,-59.865160010177995
160.63812536649422,-59.82635349838104
160.63767596268184,-59.820772669828145
160.6873018469559,-59.8313701457263
160.6529150389821,-59.82537868623637
160.6479295090873,-59.81931548190749
160.66720422937018,-59.803869581492776
160.60017845169375,-59.82667550159456
160.60612421590474,-59.822737300815604
160.58675674326122,-59.810365936874994
160.58752540710137,-59.80000083892733
160.6235512597861,-59.81392374965281
160.62342230455914,-59.79918126903432
160.59999317593855,-59.7839964784503
160.67189019953898,-59.79479095214516
160.7057285339023,-59.76710241345955
160.61229816170638,-59.77848249871924
160.60679604444638,-59.775615756108635
160.60535274324468,-59.77256491546415
160.61745669776613,-59.77214629849192
160.66470078986163,-59.74596368583996
160.67325783691413,-59.747103385981575
160.6378087639392,-59.754055316219784
160.63474891970012,-59.74554927955012
160.6345154679645,-59.7367068548091
160.6486194289062,-59.73896771231439
160.52017129551567,-59.79407978514045
160.54423877667068,-59.7995059930597
160.56219590071657,-59.77377419639837
160.5509627403446,-59.768829790929075
160.54423842390153,-59.76100187346119
160.5481048817008,-59.75601426427613
160.49573815524826,-59.78461100871911
160.49667666296608,-59.77019813244408
160.50829764940224,-59.765362299923474
160.4824633331143,-59.76576779160313
160.49168691378705,-59.76547430373683
160.53066712413948,-59.75595019435149
160.48839864810643,-59.750673066959656
160.50443405358925,-59.75064777134704
160.55646540110934,-59.73500568861016
160.57806981139152,-59.719671160173505
160.54773908885394,-59.72164077181446
160.50735144782524,-59.72064374266113
160.52199199181942,-59.694513541739646
160.51960558474875,-59.689882393519724
160.72887667359808,-59.75450104736895
160.73705347113287,-59.75036796376246
160.25058658500743,-59.626996405513204
160.25228336365586,-59.635735991671936
160.70717274178267,-59.74776334554956
160.2447508533504,-59.61959324369223
160.73484067610065,-59.74067775045486
160.7032300877983,-59.7208353643455
160.72211789920013,-59.71912724718691
160.67172928145396,-59.73718829706958
160.22425513106964,-59.60107007133675
160.27313878776232,-59.587700049763974
160.64833446354066,-59.711740031261094
160.26565720905737,-59.56655739299606
160.67549441779053,-59.71216849156423
160.68338638899334,-59.707801501836286
160.21735908064144,-59.58626150600749
160.67140135038503,-59.69917308672534
160.6733421014701,-59.700257040862624
160.66709973678144,-59.69205538681834
160.23222817347738,-59.571226668912885
160.75410246106878,-59.70677856342391
160.23191870826548,-59.559971035532016
160.7654919468632,-59.71231174079755
160.7640322885136,-59.69820048316673
160.7225554966945,-59.69779420835883
160.73840424329637,-59.695226826937734
160.75926421818693,-59.681200688470554
160.78204862470238,-59.68991422135887
160.66329204466018,-59.680544417095085
160.67637713632166,-59.68482715252347
160.68837220588065,-59.66714488261511
160.72106595539535,-59.67496875436534
160.71188560185072,-59.66970034621236
160.61028035189497,-59.715860688139905
160.60408133080279,-59.71000506392925
160.5968574380948,-59.70357505552731
160.6087832206229,-59.690117581944925
160.63293545279916,-59.689165724823546
160.6050023653588,-59.68198373145911
160.60377957205404,-59.66902076634513
160.6082190198593,-59.658328130636704
160.56880327206932,-59.69643167398435
160.55346943015581,-59.65498593258656
160.5447232852405,-59.64353987262915
160.63965767880467,-59.655605718796814
160.6214957906986,-59.63443377345151
160.61334003499923,-59.62911306750664
160.56705926422532,-59.62638605074637
160.5950712795994,-59.61082546949852
160.4546264682564,-59.77053260231196
160.4502594581262,-59.74848034243819
160.47942813049835,-59.72485063712071
160.46389800404873,-59.720785007215305
160.4433080365247,-59.706137528937205
160.38096158554401,-59.72896987140767
160.3794823007685,-59.708322219717495
160.3812921248069,-59.716724570855185
160.37977543138018,-59.708492779055575
160.39520892098628,-59.70992290035626
160.38731706268018,-59.7040294564367
160.38154353857414,-59.694140601397685
160.2945260610179,-59.565610232004296
160.26128025041513,-59.55553818808607
160.47873046548256,-59.689828228252885
160.31898911262098,-59.55620295168401
160.3129151839023,-59.53725796764386
160.23144866077294,-59.541643507717126
160.50906121484303,-59.6748452564942
160.4774300850889,-59.68583606734574
160.45993236308678,-59.67537031159975
160.25034267554156,-59.54160391678888
160.2497858560306,-59.53737260954646
160.4715220379268,-59.671771661725224
160.34799441101745,-59.63652779325115
160.4334858672354,-59.67579071226945
160.2176145838442,-59.53340267060563
160.39783475442678,-59.66250636338921
160.27279486057,-59.51204865469822
160.25051994013046,-59.51080187781612
160.45310344933574,-59.66758662605262
160.22207967054274,-59.50231978657827
160.45693507498686,-59.664760517821264
160.40465756204784,-59.6506497744978
160.23672728705012,-59.515699828215496
160.42300694888544,-59.658469142512075
160.24327786419977,-59.506056787195085
160.32016170888235,-59.50456255076957
160.32990840045647,-59.71436947236245
160.35664247700316,-59.700527085158335
160.36311156996095,-59.675793614747974
160.31624599891057,-59.505663667708205
160.32291630538643,-59.67690226572769
160.35726044349315,-59.49010033729344
160.34322204490417,-59.67098848288953
160.26974386667436,-59.489487906300965
160.30682264503307,-59.658661457770876
160.28289754732495,-59.65875670654652
160.23439570159854,-59.48984297471459
160.24874922397115,-59.45463020679078
160.29539193374697,-59.47572834201971
160.3541024671012,-59.653184523847024
160.25963818572927,-59.44766259892778
160.31424073226663,-59.63184476038413
160.30910911266687,-59.599952006379894
160.32894266702164,-59.595597435101375
160.5161214249787,-59.669579073642
160.51983628409252,-59.66327881295459
160.4960237887059,-59.64927732945606
160.49787850748802,-59.64230423300895
160.5355574871078,-59.64266045702371
160.53394450632993,-59.639011052997866
160.4940278459639,-59.61962032235079
160.43841177359786,-59.64235120612249
160.44495981750083,-59.64274223107234
160.43281030430262,-59.63159620594979
160.46535685956943,-59.61593504899562
160.4787077287868,-59.6190761073061
160.48091457944417,-59.61375797201657
160.4897325040579,-59.607034461415
160.43914435229334,-59.595244175313006
160.52830687494983,-59.61700793902044
160.5232680353352,-59.60425655790455
160.53906522287787,-59.58559036204138
160.24702818277694,-59.457006838692685
160.45263044315703,-59.56938463500038
160.41721152128423,-59.592773473862025
160.41853147033464,-59.57557134063912
160.335816035467,-59.589901151391665
160.35887995707466,-59.59373694545514
160.32451920080427,-59.57680978409759
160.35966560242713,-59.54789217414543
160.42009439902907,-59.531001322776476
160.3835122283254,-59.54813473471145
160.392693759171,-59.549217075693
160.3911279347938,-59.541157085834705
160.353964948596,-59.52296792717809
160.75321839496237,-59.64143234147629
160.82050453409443,-59.631474011900636
160.7012293989283,-59.62167383605317
160.7169989440891,-59.62438487794649
160.82921947321816,-59.590583147896275
160.82641695254608,-59.60076777352295
160.79868868866328,-59.562704759332526
160.8141372896118,-59.57407409095314
160.76708144598018,-59.604171596537746
160.76627697422208,-59.57348383502826
160.76297837443573,-59.56554697002571
160.7315879262096,-59.55890038810847
160.66821691698814,-59.61093080664287
160.67041079601861,-59.59975214829412
160.6471770264674,-59.599621461276875
160.69559743591338,-59.58213191451765
160.7106648884356,-59.58228113334951
160.6338791209409,-59.591757768451416
160.5834984006707,-59.57512256591489
160.6431576480763,-59.579568957074365
160.63996600354804,-59.56816645176214
160.6468381127515,-59.55610427660171
160.61207637132568,-59.56426990446163
160.62009704614158,-59.55405644085874
160.6139191165358,-59.549693763482686
160.70973249672252,-59.57036244416201
160.70744662265278,-59.57463209616203
160.72695081281606,-59.55210147980487
160.72402401132024,-59.53891229210612
160.69780474444724,-59.54533924458148
160.6924920210967,-59.53548727432383
160.63378783583263,-59.54556509814649
160.6427665844478,-59.512113456043906
160.81233758614826,-59.56151231456771
160.83431300769124,-59.55429035871945
160.81443753141266,-59.54235122908688
160.86267253594173,-59.54374619962324
160.7974562814094,-59.54543091859416
160.8000612366011,-59.530566089487436
160.79794582515532,-59.53141043483734
160.77979744748023,-59.52248152736719
160.7719880502754,-59.50037673687782
160.83685055783658,-59.499875552792034
160.8459503673119,-59.49218352846386
160.87772192490274,-59.50242383358224
160.87843100335718,-59.48995744392517
160.88001538719365,-59.490223313380305
160.8229641011924,-59.48425152534444
160.80425171300826,-59.48389366574992
160.81879843025254,-59.46080780691782
160.73190661713855,-59.5169315945208
160.70534298762698,-59.50406058398836
160.725204673553,-59.50975773445482
160.72488496304877,-59.50292140059154
160.7031927590111,-59.489333301605534
160.67669657232727,-59.488120320048566
160.66298424936696,-59.471276545484464
160.66887840790056,-59.4567389934206
160.7655120275354,-59.447916310335906
160.78043326023675,-59.434343616250764
160.7143201737558,-59.44089442963437
160.7295619004006,-59.43699499885404
160.71543384386032,-59.42780398693825
160.72664552377128,-59.40831192651461
160.73090006419073,-59.41000754671535
160.70897908592553,-59.42530651729438
160.70730903821521,-59.4026039541037
160.36882650284574,-59.47199121509995
160.33660605904132,-59.46078997025935
160.35114073011206,-59.43027996573266
160.3414649186146,-59.42052219136264
160.30114078895411,-59.43756217763189
160.31026868259846,-59.44227181049452
160.5439091039543,-59.55704749851578
160.56504882843626,-59.547647870222626
160.29046798640766,-59.426942573241526
160.5764277761682,-59.53952557217125
160.30778033229424,-59.424706973856686
160.59795377551825,-59.533263180442106
160.2989274491601,-59.42069832035953
160.56215610429967,-59.525242294919025
160.29000057514602,-59.39620958934194
160.37302142739713,-59.42959944567026
160.52562797360503,-59.550603524185895
160.39734798228403,-59.420045726980334
160.52311162177446,-59.55740512562654
160.5302026753515,-59.54574675220772
160.40269387426636,-59.39365900060126
160.48042333322078,-59.52904347801207
160.52594226416753,-59.53022734587816
160.52711010709982,-59.52948598703887
160.3762473430085,-59.37834567628209
160.32300130993406,-59.399152403704726
160.50461106148492,-59.504942767240024
160.299404138702,-59.37545589751875
160.2997743889291,-59.376331787196584
160.3579114027121,-59.38864354022823
160.54818725334246,-59.501565707895985
160.33022974825326,-59.36424968810069
160.3365288825124,-59.359660189169276
160.50794886692685,-59.48608679626153
160.5293289450528,-59.48070861585157
160.53084608950428,-59.45611110537137
160.48218526978428,-59.48436257860883
160.44728006681777,-59.47129776856805
160.4170693436768,-59.47087670652482
160.42571615154745,-59.468812029494856
160.51535303850235,-59.454214323716315
160.49578535267656,-59.44519616136776
160.5073977181463,-59.444645970226496
160.47172871052794,-59.4430342970186
160.4672757981338,-59.43260873329715
160.43679402473353,-59.46026135478836
160.43581093584132,-59.4596215829075
160.44740209020895,-59.459607284294506
160.3028569632891,-59.35064213766812
160.30454543605285,-59.35160583937869
160.35066688834272,-59.33797562843294
160.45639609709508,-59.43382920823881
160.44057684738794,-59.410871845660225
160.62895963098904,-59.47731639254286
160.59287123423485,-59.4148012029179
160.64104175450282,-59.44750842314087
160.6326083626367,-59.43571088110839
160.42237266609663,-59.37385064892653
160.40578824266447,-59.36664145846584
160.42208719255012,-59.35461257170439
160.66021926568484,-59.419753990420475
160.65664625465678,-59.40988650267074
160.63112822292732,-59.412409609708085
160.6292655577299,-59.406292490676954
160.3417883937276,-59.35540776340777
160.66761442183025,-59.39130231705521
160.65133939248526,-59.38326307939281
160.66443627078198,-59.387651276229555
160.35148556050734,-59.33570535065586
160.58975412297622,-59.38090030319832
160.58904150284582,-59.37734723056112
160.5751166463176,-59.37203738984227
160.34660597693593,-59.32222624019447
160.63397779515918,-59.378566150674914
160.5821114401102,-59.371753442790215
160.5906160809687,-59.372249412521334
160.60064170638992,-59.37374062432446
160.58130871077535,-59.35848737337116
160.50981831359002,-59.43159347770392
160.47148758824937,-59.40160294042655
160.4465265929931,-59.39295954762329
160.44326086489957,-59.36709390472867
160.44276707368007,-59.3625430926499
160.44982845082936,-59.37263442004821
160.55179336438468,-59.38514021461299
160.38879354241485,-59.3050837231268
160.55202884749124,-59.38924846465263
160.56114122720427,-59.38615354638648
160.38888252104167,-59.30484286675505
160.52850217321676,-59.36866968797592
160.4048240282511,-59.29562277981771
160.5423073778553,-59.349522338507576
160.40742347572183,-59.285239041349584
160.53421768706664,-59.330521864835646
160.53919407938454,-59.32988665839874
160.50046625076646,-59.34335771669113
160.4587892106948,-59.340283943997534
160.46501303332352,-59.34124598273767
160.48135075684658,-59.3469318008795
161.33085119922944,-59.66035772486726
160.52023693794692,-59.328724103548
160.53043921906897,-59.32288414047864
161.34634201209101,-59.66756077678487
161.31869893049424,-59.66573150062155
161.3368638462566,-59.67024029956158
161.34799322429024,-59.65387241439663
161.29378439096675,-59.64874215357212
161.3028626138992,-59.65176037147775
161.31635207921516,-59.637714145591254
161.33327597122218,-59.64196348887441
161.34212396366792,-59.62731452609761
161.36381897851984,-59.63171227664472
161.3310337056626,-59.63337451581634
161.282945319772,-59.65025882612681
161.2847568952548,-59.64648825397246
161.26850218492513,-59.624907074684764
161.260494308819,-59.600984912323185
161.2794786666093,-59.60297093020433
161.34839752093197,-59.6193366472518
161.34427598745586,-59.60457890428647
161.34003430970455,-59.5731702047357
161.28160594136224,-59.562495655001555
161.27606180942453,-59.56738855950461
161.33544236186256,-59.55922625417137
161.296094849761,-59.549571085084516
161.23980940268996,-59.61084694631779
161.19957048591965,-59.60364144215397
161.20423360521357,-59.61535171855454
161.236349950625,-59.58746006246042
161.23378275062606,-59.5862619218883
161.24027000367755,-59.58874237262189
161.25259765894364,-59.58394261947081
161.20979690072667,-59.579658507046034
161.2118699156429,-59.56559437867978
161.15180255113256,-59.58750547244294
161.1412971097582,-59.565292694344585
161.1421080102507,-59.57497856319434
161.15426498566848,-59.57569171396308
161.1936670950207,-59.57037074089802
161.18755218207215,-59.56517546750966
161.1617622767334,-59.56310778209339
161.16641089922118,-59.5642527216469
161.16173094260188,-59.56202495044452
161.16377929044282,-59.55888536540967
161.14751811340687,-59.56178529541042
161.15602994985082,-59.54872981822765
161.2413020437508,-59.57045357171247
161.21870762280662,-59.55640124570713
161.23546628007782,-59.55100601378859
161.2344077296408,-59.550964979933376
161.2477493032716,-59.54868809606677
161.26982384888692,-59.55552020904849
161.22906743961636,-59.53155192822821
161.24315832016867,-59.53506457626575
161.2386082439396,-59.51522858889938
161.192235940354,-59.55113334153028
161.2079311502823,-59.55724219359483
161.20349181650568,-59.54730159892393
161.19213111884702,-59.53961446545409
161.21374165751098,-59.538791864493824
161.18100626847894,-59.54523856215237
161.1624919599942,-59.52699686629554
161.37029670716927,-59.56399090876924
161.36032626060376,-59.56599492677166
161.3823475276595,-59.546613157471796
161.35062574476152,-59.54325418067332
161.30958253292255,-59.51638841409689
161.3503988795374,-59.5254035463194
161.34422208588327,-59.5061799869538
161.3150063487333,-59.50657482415163
161.31612504282717,-59.4989624921665
161.33015418785078,-59.497850252522056
161.43388550614696,-59.50979592374864
161.4500132792721,-59.48710169896592
161.36972116553054,-59.50101769836203
161.3706184231313,-59.48943897781504
161.38236436690508,-59.47944106362288
161.32872525536075,-59.48909510739785
161.32777294539844,-59.473493748800834
161.33203358502948,-59.466565209992325
161.35598074915777,-59.47540065161354
161.34202626001164,-59.450450378488824
161.27560970474835,-59.52306397187048
161.25895916255257,-59.49582382974841
161.24997506858293,-59.49077244013351
161.30699527866076,-59.49399333181294
161.26669806993633,-59.48433486543833
161.28613818691426,-59.47797605746965
161.28107196613414,-59.47916379255155
161.27510604267192,-59.47088149453976
161.26418720637412,-59.47433910075147
161.28580550583874,-59.48302634393888
161.18413034308332,-59.486662795192274
161.20026146407,-59.47357522228993
161.19692014970494,-59.470988581350454
161.23052120957718,-59.47088406798557
161.25349032553638,-59.46510432496673
161.20916998715856,-59.469555440377476
161.22073374759304,-59.4643834560361
161.2148735344864,-59.44969699141108
161.27583347632114,-59.467466237770324
161.29230048918717,-59.43389569057882
161.30119821556323,-59.43334867005839
161.25573653794223,-59.457769049479346
161.2426597461916,-59.44733396150092
161.265950230349,-59.44933546593098
161.2258837676558,-59.43625811749261
161.2251246401809,-59.42325852135922
161.25173521610603,-59.407264185444625
161.11833203258905,-59.57215666755073
161.1114479702094,-59.56413847297036
161.12266343152433,-59.56219974828376
161.13422701799973,-59.566514328837656
161.135379602261,-59.558108857375906
161.07785488897076,-59.55181654988506
161.10615346408744,-59.55261017122204
161.08279049716563,-59.54100779319573
161.1355913847817,-59.55096721506055
161.11856998503774,-59.539738595822634
161.12410724669505,-59.53846307981314
161.0642491627399,-59.5481761110806
161.07464826139181,-59.545544911343576
161.07941201693802,-59.53895105162575
161.03729767205212,-59.52565353805574
161.0810100222616,-59.519793293285
161.0800829426617,-59.50471304541905
161.08528106542835,-59.51309622099139
161.10253654746177,-59.51001895773081
161.12078558643572,-59.51514520387072
161.13048059367406,-59.51052419394847
161.15628899780836,-59.4980563358453
161.15701130312596,-59.49214921410962
161.13614851984934,-59.475913898899634
161.08605396689805,-59.50482965468798
161.08122959111927,-59.49583682118729
161.08534625492788,-59.48185166805301
161.08878250878874,-59.48129468685283
161.0623268871615,-59.48833313271337
161.10815240058133,-59.48318500763864
161.10483411562413,-59.47114989304106
161.12012213778277,-59.471311575352146
161.10748806143252,-59.46029488118347
